title,sline,"group_concat(distinct eline separator ';')"
IS17_ArrayList2_3,7,7
IS17_ArrayList2_3,8,8
IS17_ArrayList2_3,9,9
IS17_ArrayList2_3,10,10
IS17_ArrayList2_3,12,12
IS17_ArrayList2_3,13,13
IS17_ArrayList2_3,14,14
IS17_ArrayList2_3,15,15
IS17_ArrayList2_3,17,17
IS17_ArrayList2_3,18,18
IS17_ArrayList2_3,19,19
IS17_ArrayList2_3,21,21
IS17_ArrayList2_3,22,22
IS17_ArrayList2_4,0,0
IS17_ArrayList2_4,1,1
IS17_ArrayList2_4,2,2
IS17_ArrayList2_4,3,3
IS17_ArrayList2_4,5,5
IS17_ArrayList2_4,6,6
IS17_ArrayList2_4,7,7
IS17_ArrayList2_4,8,8
IS17_ArrayList2_4,9,9
IS17_ArrayList2_4,10,10
IS17_ArrayList2_4,12,12
IS17_ArrayList2_4,13,13
IS17_ArrayList2_4,14,14
IS17_ArrayList2_4,15,15
IS17_ArrayList2_4,17,17
IS17_ArrayList2_4,18,18
IS17_ArrayList2_4,19,19
IS17_ArrayList2_4,21,21
IS17_ArrayList2_4,22,22
IS17_ArrayList2_5,0,0
IS17_ArrayList2_5,1,1
IS17_ArrayList2_5,2,2
IS17_ArrayList2_5,3,3
IS17_ArrayList2_5,5,5
IS17_ArrayList2_5,6,6
IS17_ArrayList2_5,7,7
IS17_ArrayList2_5,8,8
IS17_ArrayList2_5,9,9
IS17_ArrayList2_5,10,10
IS17_ArrayList2_5,12,12
IS17_ArrayList2_5,13,13
IS17_ArrayList2_5,14,14
IS17_ArrayList2_5,15,15
IS17_ArrayList2_5,17,17
IS17_ArrayList2_5,18,18
IS17_ArrayList2_5,19,19
IS17_ArrayList2_5,21,21
IS17_ArrayList2_5,22,22
IS17_ArrayList2_6,0,0
IS17_ArrayList2_6,1,1
IS17_ArrayList2_6,2,2
IS17_ArrayList2_6,3,3
IS17_ArrayList2_6,5,5
IS17_ArrayList2_6,6,6
IS17_ArrayList2_6,7,7
IS17_ArrayList2_6,8,8
IS17_ArrayList2_6,9,9
IS17_ArrayList2_6,10,10
IS17_ArrayList2_6,12,12
IS17_ArrayList2_6,13,13
IS17_ArrayList2_6,14,14
IS17_ArrayList2_6,15,15
IS17_ArrayList2_6,17,17
IS17_ArrayList2_6,18,18
IS17_ArrayList2_6,19,19
IS17_ArrayList2_6,21,21
IS17_ArrayList2_6,22,22
IS17_ArrayList2_7,0,0
IS17_ArrayList2_7,1,1
IS17_ArrayList2_7,2,2
IS17_ArrayList2_7,3,3
IS17_ArrayList2_7,5,5
IS17_ArrayList2_7,6,6
IS17_ArrayList2_7,7,7
IS17_ArrayList2_7,8,8
IS17_ArrayList2_7,9,9
IS17_ArrayList2_7,10,10
IS17_ArrayList2_7,12,12
IS17_ArrayList2_7,13,13
IS17_ArrayList2_7,14,14
IS17_ArrayList2_7,15,15
IS17_ArrayList2_7,17,17
IS17_ArrayList2_7,18,18
IS17_ArrayList2_7,19,19
IS17_ArrayList2_7,21,21
IS17_ArrayList2_7,22,22
IS17_ArrayList3,0,0
IS17_ArrayList3,1,1
IS17_ArrayList3,2,2
IS17_ArrayList3,3,3
IS17_ArrayList3,5,5
IS17_ArrayList3,6,6
IS17_ArrayList3,7,7
IS17_ArrayList3,8,8
IS17_ArrayList3,10,10
IS17_ArrayList3,11,11
IS17_ArrayList3,13,13
IS17_ArrayList3,14,14
IS17_ArrayList3_1,0,0
IS17_ArrayList3_1,1,1
IS17_ArrayList3_1,2,2
IS17_ArrayList3_1,3,3
IS17_ArrayList3_1,5,5
IS17_ArrayList3_1,6,6
IS17_ArrayList3_1,7,7
IS17_ArrayList3_1,8,8
IS17_ArrayList3_1,10,10
IS17_ArrayList3_1,11,11
IS17_ArrayList3_1,13,13
IS17_ArrayList3_1,14,14
IS17_ArrayList3_2,0,0
IS17_ArrayList3_2,1,1
IS17_ArrayList3_2,2,2
IS17_ArrayList3_2,3,3
IS17_ArrayList3_2,5,5
IS17_ArrayList3_2,6,6
IS17_ArrayList3_2,7,7
IS17_ArrayList3_2,8,8
IS17_ArrayList3_2,10,10
IS17_ArrayList3_2,11,11
IS17_ArrayList3_2,13,13
IS17_ArrayList3_2,14,14
IS17_ArrayList3_3,0,0
IS17_ArrayList3_3,1,1
IS17_ArrayList3_3,2,2
IS17_ArrayList3_3,3,3
IS17_ArrayList3_3,5,5
IS17_ArrayList3_3,6,6
IS17_ArrayList3_3,7,7
IS17_ArrayList3_3,8,8
IS17_ArrayList3_3,10,10
IS17_ArrayList3_3,11,11
IS17_ArrayList3_3,13,13
IS17_ArrayList3_3,14,14
IS17_ArrayList3_4,0,0
IS17_ArrayList3_4,1,1
IS17_ArrayList3_4,2,2
IS17_ArrayList3_4,3,3
IS17_ArrayList3_4,5,5
IS17_ArrayList3_4,6,6
IS17_ArrayList3_4,7,7
IS17_ArrayList3_4,8,8
IS17_ArrayList3_4,10,10
IS17_ArrayList3_4,11,11
IS17_ArrayList3_4,13,13
IS17_ArrayList3_4,14,14
IS17_ArrayList3_5,0,0
IS17_ArrayList3_5,1,1
IS17_ArrayList3_5,2,2
IS17_ArrayList3_5,3,3
IS17_ArrayList3_5,5,5
IS17_ArrayList3_5,6,6
IS17_ArrayList3_5,7,7
IS17_ArrayList3_5,8,8
IS17_ArrayList3_5,10,10
IS17_ArrayList3_5,11,11
IS17_ArrayList3_5,13,13
IS17_ArrayList3_5,14,14
IS17_ArrayList3_6,0,0
IS17_ArrayList3_6,1,1
IS17_ArrayList3_6,2,2
IS17_ArrayList3_6,3,3
IS17_ArrayList3_6,5,5
IS17_ArrayList3_6,6,6
IS17_ArrayList3_6,7,7
IS17_ArrayList3_6,8,8
IS17_ArrayList3_6,10,10
IS17_ArrayList3_6,11,11
IS17_ArrayList3_6,13,13
IS17_ArrayList3_6,14,14
IS17_ArrayList3_7,0,0
IS17_ArrayList3_7,1,1
IS17_ArrayList3_7,2,2
IS17_ArrayList3_7,3,3
IS17_ArrayList3_7,5,5
IS17_ArrayList3_7,6,6
IS17_ArrayList3_7,7,7
IS17_ArrayList3_7,8,8
IS17_ArrayList3_7,10,10
IS17_ArrayList3_7,11,11
IS17_ArrayList3_7,13,13
IS17_ArrayList3_7,14,14
IS17_ArrayList3_8,0,0
IS17_ArrayList3_8,1,1
IS17_ArrayList3_8,2,2
IS17_ArrayList3_8,3,3
IS17_ArrayList3_8,5,5
IS17_ArrayList3_8,6,6
IS17_ArrayList3_8,7,7
IS17_ArrayList3_8,8,8
IS17_ArrayList3_8,10,10
IS17_ArrayList3_8,11,11
IS17_ArrayList3_8,13,13
IS17_ArrayList3_8,14,14
IS17_eaxmple1,0,0
IS17_eaxmple1,1,1
IS17_eaxmple1,2,2
IS17_eaxmple1,3,3
IS17_eaxmple1,6,6
IS17_eaxmple1,7,7
IS17_eaxmple1,11,11
IS17_eaxmple1,12,12
IS17_eaxmple1,14,14
IS17_eaxmple1,15,15
IS17_eaxmple1,18,18
IS17_eaxmple1,19,19
IS17_eaxmple1,23,23
IS17_eaxmple1,24,24
IS17_eaxmple1,25,25
IS17_eaxmple1,26,26
IS17_eaxmple1,27,27
IS17_eaxmple1,28,28
IS17_eaxmple1,29,29
IS17_inher1,0,0
IS17_inher1,1,1
IS17_inher1,2,2
IS17_inher1,3,3
IS17_inher1,4,4;5
IS17_inher1,6,6;10
IS17_inher1,7,7
IS17_inher1,8,8
IS17_inher1,9,9
IS17_inher1,11,13;11
IS17_inher1,12,12
IS17_inher1,16,16
IS17_inher1,17,17
IS17_inher1,18,19;18
IS17_inher1,20,20;23
IS17_inher1,21,21
IS17_inher1,22,22
IS17_inher1,24,24
IS17_inher1,25,25
IS17_inher1,26,26
IS17_inher1,27,27
IS17_inher1,28,28
IS17_inher1,29,29
IS17_inher1,30,30
IS17_inheritance1_1,0,0
IS17_inheritance1_1,1,1
IS17_inheritance1_1,2,2
IS17_inheritance1_1,3,3
IS17_inheritance1_1,6,6
IS17_inheritance1_1,7,7
IS17_inheritance1_1,11,11
IS17_inheritance1_1,12,12
IS17_inheritance1_1,14,14
IS17_inheritance1_1,15,15
IS17_inheritance1_1,18,18
IS17_inheritance1_1,19,19
IS17_inheritance1_1,23,23
IS17_inheritance1_1,24,24
IS17_inheritance1_1,25,25
IS17_inheritance1_1,26,26
IS17_inheritance1_1,27,27
IS17_inheritance1_1,28,28
IS17_inheritance1_1,29,29
IS17_inheritance1_2,0,0
IS17_inheritance1_2,1,1
IS17_inheritance1_2,2,2
IS17_inheritance1_2,3,3
IS17_inheritance1_2,6,6
IS17_inheritance1_2,7,7
IS17_inheritance1_2,11,11
IS17_inheritance1_2,12,12
IS17_inheritance1_2,14,14
IS17_inheritance1_2,15,15
IS17_inheritance1_2,18,18
IS17_inheritance1_2,19,19
IS17_inheritance1_2,23,23
IS17_inheritance1_2,24,24
IS17_inheritance1_2,25,25
IS17_inheritance1_2,26,26
IS17_inheritance1_2,27,27
IS17_inheritance1_2,28,28
IS17_inheritance1_2,29,29
IS17_inheritance1_3,0,0
IS17_inheritance1_3,1,1
IS17_inheritance1_3,2,2
IS17_inheritance1_3,3,3
IS17_inheritance1_3,6,6
IS17_inheritance1_3,7,7
IS17_inheritance1_3,11,11
IS17_inheritance1_3,12,12
IS17_inheritance1_3,14,14
IS17_inheritance1_3,15,15
IS17_inheritance1_3,18,18
IS17_inheritance1_3,19,19
IS17_inheritance1_3,23,23
IS17_inheritance1_3,24,24
IS17_inheritance1_3,25,25
IS17_inheritance1_3,26,26
IS17_inheritance1_3,27,27
IS17_inheritance1_3,28,28
IS17_inheritance1_3,29,29
IS17_inheritance1_4,0,0
IS17_inheritance1_4,1,1
IS17_inheritance1_4,2,2
IS17_inheritance1_4,3,3
IS17_inheritance1_4,6,6
IS17_inheritance1_4,7,7
IS17_inheritance1_4,11,11
IS17_inheritance1_4,12,12
IS17_inheritance1_4,14,14
IS17_inheritance1_4,15,15
IS17_inheritance1_4,18,18
IS17_inheritance1_4,19,19
IS17_inheritance1_4,23,23
IS17_inheritance1_4,24,24
IS17_inheritance1_4,25,25
IS17_inheritance1_4,26,26
IS17_inheritance1_4,27,27
IS17_inheritance1_4,28,28
IS17_inheritance1_4,29,29
IS17_inheritance1_5,0,0
IS17_inheritance1_5,1,1
IS17_inheritance1_5,2,2
IS17_inheritance1_5,3,3
IS17_inheritance1_5,6,6
IS17_inheritance1_5,7,7
IS17_inheritance1_5,11,11
IS17_inheritance1_5,12,12
IS17_inheritance1_5,14,14
IS17_inheritance1_5,15,15
IS17_inheritance1_5,18,18
IS17_inheritance1_5,19,19
IS17_inheritance1_5,23,23
IS17_inheritance1_5,24,24
IS17_inheritance1_5,25,25
IS17_inheritance1_5,26,26
IS17_inheritance1_5,27,27
IS17_inheritance1_5,28,28
IS17_inheritance1_5,29,29
IS17_inheritance1_6,0,0
IS17_inheritance1_6,1,1
IS17_inheritance1_6,2,2
IS17_inheritance1_6,3,3
IS17_inheritance1_6,6,6
IS17_inheritance1_6,7,7
IS17_inheritance1_6,11,11
IS17_inheritance1_6,12,12
IS17_inheritance1_6,14,14
IS17_inheritance1_6,15,15
IS17_inheritance1_6,18,18
IS17_inheritance1_6,19,19
IS17_inheritance1_6,23,23
IS17_inheritance1_6,24,24
IS17_inheritance1_6,25,25
IS17_inheritance1_6,26,26
IS17_inheritance1_6,27,27
IS17_inheritance1_6,28,28
IS17_inheritance1_6,29,29
IS17_inheritance1_7,0,0
IS17_inheritance1_7,1,1
IS17_inheritance1_7,2,2
IS17_inheritance1_7,3,3
IS17_inheritance1_7,6,6
IS17_inheritance1_7,7,7
IS17_inheritance1_7,11,11
IS17_inheritance1_7,12,12
IS17_inheritance1_7,14,14
IS17_inheritance1_7,15,15
IS17_inheritance1_7,18,18
IS17_inheritance1_7,19,19
IS17_inheritance1_7,23,23
IS17_inheritance1_7,24,24
IS17_inheritance1_7,25,25
IS17_inheritance1_7,26,26
IS17_inheritance1_7,27,27
IS17_inheritance1_7,28,28
IS17_inheritance1_7,29,29
IS17_inheritance2_1,0,0
IS17_inheritance2_1,1,1
IS17_inheritance2_1,2,2
IS17_inheritance2_1,3,3
IS17_inheritance2_1,4,5;4
IS17_inheritance2_1,6,10;6
IS17_inheritance2_1,7,7
IS17_inheritance2_1,8,8
IS17_inheritance2_1,9,9
IS17_inheritance2_1,11,13;11
IS17_inheritance2_1,12,12
IS17_inheritance2_1,16,16
IS17_inheritance2_1,17,17
IS17_inheritance2_1,18,18;19
IS17_inheritance2_1,20,23;20
IS17_inheritance2_1,21,21
IS17_inheritance2_1,22,22
IS17_inheritance2_1,24,24
IS17_inheritance2_1,25,25
IS17_inheritance2_1,26,26
IS17_inheritance2_1,27,27
IS17_inheritance2_1,28,28
IS17_inheritance2_1,29,29
IS17_inheritance2_1,30,30
IS17_inheritance2_2,0,0
IS17_inheritance2_2,1,1
IS17_inheritance2_2,2,2
IS17_inheritance2_2,3,3
IS17_inheritance2_2,4,5;4
IS17_inheritance2_2,6,6;10
IS17_inheritance2_2,7,7
IS17_inheritance2_2,8,8
IS17_inheritance2_2,9,9
IS17_inheritance2_2,11,13;11
IS17_inheritance2_2,12,12
IS17_inheritance2_2,16,16
IS17_inheritance2_2,17,17
IS17_inheritance2_2,18,19;18
IS17_inheritance2_2,20,23;20
IS17_inheritance2_2,21,21
IS17_inheritance2_2,22,22
IS17_inheritance2_2,24,24
IS17_inheritance2_2,25,25
IS17_inheritance2_2,26,26
IS17_inheritance2_2,27,27
IS17_inheritance2_2,28,28
IS17_inheritance2_2,29,29
IS17_inheritance2_2,30,30
IS17_inheritance2_3,0,0
IS17_inheritance2_3,1,1
IS17_inheritance2_3,2,2
IS17_inheritance2_3,3,3
IS17_inheritance2_3,4,5;4
IS17_inheritance2_3,6,10;6
IS17_inheritance2_3,7,7
IS17_inheritance2_3,8,8
IS17_inheritance2_3,9,9
IS17_inheritance2_3,11,11;13
IS17_inheritance2_3,12,12
IS17_inheritance2_3,16,16
IS17_inheritance2_3,17,17
IS17_inheritance2_3,18,18;19
IS17_inheritance2_3,20,23;20
IS17_inheritance2_3,21,21
IS17_inheritance2_3,22,22
IS17_inheritance2_3,24,24
IS17_inheritance2_3,25,25
IS17_inheritance2_3,26,26
IS17_inheritance2_3,27,27
IS17_inheritance2_3,28,28
IS17_inheritance2_3,29,29
IS17_inheritance2_3,30,30
IS17_inheritance2_4,0,0
IS17_inheritance2_4,1,1
IS17_inheritance2_4,2,2
IS17_inheritance2_4,3,3
IS17_inheritance2_4,4,5;4
IS17_inheritance2_4,6,6;10
IS17_inheritance2_4,7,7
IS17_inheritance2_4,8,8
IS17_inheritance2_4,9,9
IS17_inheritance2_4,11,13;11
IS17_inheritance2_4,12,12
IS17_inheritance2_4,16,16
IS17_inheritance2_4,17,17
IS17_inheritance2_4,18,18;19
IS17_inheritance2_4,20,20;23
IS17_inheritance2_4,21,21
IS17_inheritance2_4,22,22
IS17_inheritance2_4,24,24
IS17_inheritance2_4,25,25
IS17_inheritance2_4,26,26
IS17_inheritance2_4,27,27
IS17_inheritance2_4,28,28
IS17_inheritance2_4,29,29
IS17_inheritance2_4,30,30
IS17_inheritance2_5,0,0
IS17_inheritance2_5,1,1
IS17_inheritance2_5,2,2
IS17_inheritance2_5,3,3
IS17_inheritance2_5,4,4;5
IS17_inheritance2_5,6,10;6
IS17_inheritance2_5,7,7
IS17_inheritance2_5,8,8
IS17_inheritance2_5,9,9
IS17_inheritance2_5,11,11;13
IS17_inheritance2_5,12,12
IS17_inheritance2_5,16,16
IS17_inheritance2_5,17,17
IS17_inheritance2_5,18,18;19
IS17_inheritance2_5,20,23;20
IS17_inheritance2_5,21,21
IS17_inheritance2_5,22,22
IS17_inheritance2_5,24,24
IS17_inheritance2_5,25,25
IS17_inheritance2_5,26,26
IS17_inheritance2_5,27,27
IS17_inheritance2_5,28,28
IS17_inheritance2_5,29,29
IS17_inheritance2_5,30,30
IS17_inheritance2_6,0,0
IS17_inheritance2_6,1,1
IS17_inheritance2_6,2,2
IS17_inheritance2_6,3,3
IS17_inheritance2_6,4,5;4
IS17_inheritance2_6,6,6;10
IS17_inheritance2_6,7,7
IS17_inheritance2_6,8,8
IS17_inheritance2_6,9,9
IS17_inheritance2_6,11,11;13
IS17_inheritance2_6,12,12
IS17_inheritance2_6,16,16
IS17_inheritance2_6,17,17
IS17_inheritance2_6,18,18;19
IS17_inheritance2_6,20,20;23
IS17_inheritance2_6,21,21
IS17_inheritance2_6,22,22
IS17_inheritance2_6,24,24
IS17_inheritance2_6,25,25
IS17_inheritance2_6,26,26
IS17_inheritance2_6,27,27
IS17_inheritance2_6,28,28
IS17_inheritance2_6,29,29
IS17_inheritance2_6,30,30
IS17_inheritance2_7,0,0
IS17_inheritance2_7,1,1
IS17_inheritance2_7,2,2
IS17_inheritance2_7,3,3
IS17_inheritance2_7,4,5;4
IS17_inheritance2_7,6,6;10
IS17_inheritance2_7,7,7
IS17_inheritance2_7,8,8
IS17_inheritance2_7,9,9
IS17_inheritance2_7,11,11;13
IS17_inheritance2_7,12,12
IS17_inheritance2_7,16,16
IS17_inheritance2_7,17,17
IS17_inheritance2_7,18,18;19
IS17_inheritance2_7,20,23;20
IS17_inheritance2_7,21,21
IS17_inheritance2_7,22,22
IS17_inheritance2_7,24,24
IS17_inheritance2_7,25,25
IS17_inheritance2_7,26,26
IS17_inheritance2_7,27,27
IS17_inheritance2_7,28,28
IS17_inheritance2_7,29,29
IS17_inheritance2_7,30,30
IS17_inheritance3_1,0,0
IS17_inheritance3_1,1,1;3
IS17_inheritance3_1,2,2
IS17_inheritance3_1,6,6
IS17_inheritance3_1,7,7;9
IS17_inheritance3_1,8,8
IS17_inheritance3_1,12,12
IS17_inheritance3_1,13,13;15
IS17_inheritance3_1,14,14
IS17_inheritance3_1,18,18
IS17_inheritance3_1,19,19
IS17_inheritance3_1,20,23;20
IS17_inheritance3_1,21,21
IS17_inheritance3_1,22,22
IS17_inheritance3_1,26,26
IS17_inheritance3_1,27,27
IS17_inheritance3_1,28,28
IS17_inheritance3_1,29,29
IS17_inheritance3_1,30,30
IS17_inheritance3_1,32,32
IS17_inheritance3_1,33,33
IS17_inheritance3_1,34,34
IS17_inheritance3_2,0,0
IS17_inheritance3_2,1,1;3
IS17_inheritance3_2,2,2
IS17_inheritance3_2,6,6
IS17_inheritance3_2,7,7;9
IS17_inheritance3_2,8,8
IS17_inheritance3_2,12,12
IS17_inheritance3_2,13,13;15
IS17_inheritance3_2,14,14
IS17_inheritance3_2,18,18
IS17_inheritance3_2,19,19
IS17_inheritance3_2,20,20;23
IS17_inheritance3_2,21,21
IS17_inheritance3_2,22,22
IS17_inheritance3_2,26,26
IS17_inheritance3_2,27,27
IS17_inheritance3_2,28,28
IS17_inheritance3_2,29,29
IS17_inheritance3_2,30,30
IS17_inheritance3_2,32,32
IS17_inheritance3_2,33,33
IS17_inheritance3_2,34,34
IS17_inheritance3_3,0,0
IS17_inheritance3_3,1,1;3
IS17_inheritance3_3,2,2
IS17_inheritance3_3,6,6
IS17_inheritance3_3,7,7;9
IS17_inheritance3_3,8,8
IS17_inheritance3_3,12,12
IS17_inheritance3_3,13,13;15
IS17_inheritance3_3,14,14
IS17_inheritance3_3,18,18
IS17_inheritance3_3,19,19
IS17_inheritance3_3,20,20;23
IS17_inheritance3_3,21,21
IS17_inheritance3_3,22,22
IS17_inheritance3_3,26,26
IS17_inheritance3_3,27,27
IS17_inheritance3_3,28,28
IS17_inheritance3_3,29,29
IS17_inheritance3_3,30,30
IS17_inheritance3_3,32,32
IS17_inheritance3_3,33,33
IS17_inheritance3_3,34,34
IS17_inheritance3_4,0,0
IS17_inheritance3_4,1,1;3
IS17_inheritance3_4,2,2
IS17_inheritance3_4,6,6
IS17_inheritance3_4,7,7;9
IS17_inheritance3_4,8,8
IS17_inheritance3_4,12,12
IS17_inheritance3_4,13,15;13
IS17_inheritance3_4,14,14
IS17_inheritance3_4,18,18
IS17_inheritance3_4,19,19
IS17_inheritance3_4,20,20;23
IS17_inheritance3_4,21,21
IS17_inheritance3_4,22,22
IS17_inheritance3_4,26,26
IS17_inheritance3_4,27,27
IS17_inheritance3_4,28,28
IS17_inheritance3_4,29,29
IS17_inheritance3_4,30,30
IS17_inheritance3_4,32,32
IS17_inheritance3_4,33,33
IS17_inheritance3_4,34,34
IS17_inheritance3_5,0,0
IS17_inheritance3_5,1,1;3
IS17_inheritance3_5,2,2
IS17_inheritance3_5,6,6
IS17_inheritance3_5,7,7;9
IS17_inheritance3_5,8,8
IS17_inheritance3_5,12,12
IS17_inheritance3_5,13,13;15
IS17_inheritance3_5,14,14
IS17_inheritance3_5,18,18
IS17_inheritance3_5,19,19
IS17_inheritance3_5,20,20;23
IS17_inheritance3_5,21,21
IS17_inheritance3_5,22,22
IS17_inheritance3_5,26,26
IS17_inheritance3_5,27,27
IS17_inheritance3_5,28,28
IS17_inheritance3_5,29,29
IS17_inheritance3_5,30,30
IS17_inheritance3_5,32,32
IS17_inheritance3_5,33,33
IS17_inheritance3_5,34,34
IS17_inheritance3_6,0,0
IS17_inheritance3_6,1,3;1
IS17_inheritance3_6,2,2
IS17_inheritance3_6,6,6
IS17_inheritance3_6,7,7;9
IS17_inheritance3_6,8,8
IS17_inheritance3_6,12,12
IS17_inheritance3_6,13,13;15
IS17_inheritance3_6,14,14
IS17_inheritance3_6,18,18
IS17_inheritance3_6,19,19
IS17_inheritance3_6,20,20;23
IS17_inheritance3_6,21,21
IS17_inheritance3_6,22,22
IS17_inheritance3_6,26,26
IS17_inheritance3_6,27,27
IS17_inheritance3_6,28,28
IS17_inheritance3_6,29,29
IS17_inheritance3_6,30,30
IS17_inheritance3_6,32,32
IS17_inheritance3_6,33,33
IS17_inheritance3_6,34,34
IS17_inheritance3_7,0,0
IS17_inheritance3_7,1,1;3
IS17_inheritance3_7,2,2
IS17_inheritance3_7,6,6
IS17_inheritance3_7,7,7;9
IS17_inheritance3_7,8,8
IS17_inheritance3_7,12,12
IS17_inheritance3_7,13,15;13
IS17_inheritance3_7,14,14
IS17_inheritance3_7,18,18
IS17_inheritance3_7,19,19
IS17_inheritance3_7,20,23;20
IS17_inheritance3_7,21,21
IS17_inheritance3_7,22,22
IS17_inheritance3_7,26,26
IS17_inheritance3_7,27,27
IS17_inheritance3_7,28,28
IS17_inheritance3_7,29,29
IS17_inheritance3_7,30,30
IS17_inheritance3_7,32,32
IS17_inheritance3_7,33,33
IS17_inheritance3_7,34,34
IS17_inheritance3_8,0,0
IS17_inheritance3_8,1,3;1
IS17_inheritance3_8,2,2
IS17_inheritance3_8,6,6
IS17_inheritance3_8,7,7;9
IS17_inheritance3_8,8,8
IS17_inheritance3_8,12,12
IS17_inheritance3_8,13,13;15
IS17_inheritance3_8,14,14
IS17_inheritance3_8,18,18
IS17_inheritance3_8,19,19
IS17_inheritance3_8,20,23;20
IS17_inheritance3_8,21,21
IS17_inheritance3_8,22,22
IS17_inheritance3_8,26,26
IS17_inheritance3_8,27,27
IS17_inheritance3_8,28,28
IS17_inheritance3_8,29,29
IS17_inheritance3_8,30,30
IS17_inheritance3_8,32,32
IS17_inheritance3_8,33,33
IS17_inheritance3_8,34,34
IS17_interface1,0,2;0
IS17_interface1,1,1
IS17_interface1,4,4
IS17_interface1,5,5
IS17_interface1,6,6
IS17_interface1,10,10
IS17_interface1,11,11
IS17_interface1,12,12
IS17_interface1,16,16
IS17_interface1,17,17
IS17_interface1,18,18
IS17_interface1,19,19
IS17_interface1,20,20
IS17_interface1,21,21
IS17_interface1,24,24
IS17_interface1,25,25
IS17_interface1_1,0,0;2
IS17_interface1_1,1,1
IS17_interface1_1,4,4
IS17_interface1_1,5,5
IS17_interface1_1,6,6
IS17_interface1_1,10,10
IS17_interface1_1,11,11
IS17_interface1_1,12,12
IS17_interface1_1,16,16
IS17_interface1_1,17,17
IS17_interface1_1,18,18
IS17_interface1_1,19,19
IS17_interface1_1,20,20
IS17_interface1_1,21,21
IS17_interface1_1,24,24
IS17_interface1_1,25,25
IS17_interface1_2,0,2;0
IS17_interface1_2,1,1
IS17_interface1_2,4,4
IS17_interface1_2,5,5
IS17_interface1_2,6,6
IS17_interface1_2,10,10
IS17_interface1_2,11,11
IS17_interface1_2,12,12
IS17_interface1_2,16,16
IS17_interface1_2,17,17
IS17_interface1_2,18,18
IS17_interface1_2,19,19
IS17_interface1_2,20,20
IS17_interface1_2,21,21
IS17_interface1_2,24,24
IS17_interface1_2,25,25
IS17_interface1_3,0,2;0
IS17_interface1_3,1,1
IS17_interface1_3,4,4
IS17_interface1_3,5,5
IS17_interface1_3,6,6
IS17_interface1_3,10,10
IS17_interface1_3,11,11
IS17_interface1_3,12,12
IS17_interface1_3,16,16
IS17_interface1_3,17,17
IS17_interface1_3,18,18
IS17_interface1_3,19,19
IS17_interface1_3,20,20
IS17_interface1_3,21,21
IS17_interface1_3,24,24
IS17_interface1_3,25,25
IS17_interface1_4,0,0;2
IS17_interface1_4,1,1
IS17_interface1_4,4,4
IS17_interface1_4,5,5
IS17_interface1_4,6,6
IS17_interface1_4,10,10
IS17_interface1_4,11,11
IS17_interface1_4,12,12
IS17_interface1_4,16,16
IS17_interface1_4,17,17
IS17_interface1_4,18,18
IS17_interface1_4,19,19
IS17_interface1_4,20,20
IS17_interface1_4,21,21
IS17_interface1_4,24,24
IS17_interface1_4,25,25
IS17_interface1_5,0,2;0
IS17_interface1_5,1,1
IS17_interface1_5,4,4
IS17_interface1_5,5,5
IS17_interface1_5,6,6
IS17_interface1_5,10,10
IS17_interface1_5,11,11
IS17_interface1_5,12,12
IS17_interface1_5,16,16
IS17_interface1_5,17,17
IS17_interface1_5,18,18
IS17_interface1_5,19,19
IS17_interface1_5,20,20
IS17_interface1_5,21,21
IS17_interface1_5,24,24
IS17_interface1_5,25,25
IS17_interface1_6,0,2;0
IS17_interface1_6,1,1
IS17_interface1_6,4,4
IS17_interface1_6,5,5
IS17_interface1_6,6,6
IS17_interface1_6,10,10
IS17_interface1_6,11,11
IS17_interface1_6,12,12
IS17_interface1_6,16,16
IS17_interface1_6,17,17
IS17_interface1_6,18,18
IS17_interface1_6,19,19
IS17_interface1_6,20,20
IS17_interface1_6,21,21
IS17_interface1_6,24,24
IS17_interface1_6,25,25
IS17_interface1_7,0,2;0
IS17_interface1_7,1,1
IS17_interface1_7,4,4
IS17_interface1_7,5,5
IS17_interface1_7,6,6
IS17_interface1_7,10,10
IS17_interface1_7,11,11
IS17_interface1_7,12,12
IS17_interface1_7,16,16
IS17_interface1_7,17,17
IS17_interface1_7,18,18
IS17_interface1_7,19,19
IS17_interface1_7,20,20
IS17_interface1_7,21,21
IS17_interface1_7,24,24
IS17_interface1_7,25,25
IS17_interface2,0,3;0
IS17_interface2,1,1
IS17_interface2,2,2
IS17_interface2,5,5
IS17_interface2,6,6
IS17_interface2,7,7
IS17_interface2,8,8
IS17_interface2,9,9
IS17_interface2,10,10
IS17_interface2,13,13
IS17_interface2,14,14
IS17_interface2,19,19
IS17_interface2,20,20
IS17_interface2,21,21
IS17_interface2,22,22
IS17_interface2,24,24
IS17_interface2,25,25
IS17_interface2,29,29
IS17_interface2,30,30
IS17_interface2,31,31
IS17_interface2,32,32
IS17_interface2,33,33
IS17_interface2_1,0,0;3
IS17_interface2_1,1,1
IS17_interface2_1,2,2
IS17_interface2_1,5,5
IS17_interface2_1,6,6
IS17_interface2_1,7,7
IS17_interface2_1,8,8
IS17_interface2_1,9,9
IS17_interface2_1,10,10
IS17_interface2_1,13,13
IS17_interface2_1,14,14
IS17_interface2_1,19,19
IS17_interface2_1,20,20
IS17_interface2_1,21,21
IS17_interface2_1,22,22
IS17_interface2_1,24,24
IS17_interface2_1,25,25
IS17_interface2_1,29,29
