method,"concat(question_name,eid)",isstatic,isPersonalized,isStructural,newdiff
P::LOCAL::COS::GOAL,jarray4239,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jarray4238,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jarray4500,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jarray1238,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jarray1244,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jvariable1484,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jarray2239,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jarray2500,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jarray2244,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jclasses_constructor211,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jclasses_constructor212,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jclasses_constructor213,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jfor2234,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jfor2485,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jfor1234,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jfor1485,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jfor1486,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,j2d_arrays1243,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,j2d_arrays1244,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jboolean_operators1230,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jwhile3232,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jwhile3480,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jwhile4232,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jwhile4480,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jwhile4233,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jba_ques211,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jba_ques213,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jba_ques501,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jif_else1463,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jboolean_var230,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jarray1239,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jvariable1493,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jvariable1490,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jboolean_operators1463,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jboolean_operators1473,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jwhile3233,false,true,true," Low-Difficulty "
