user,group,session,FailuedQuestion,sequenceExamples,result,retry,datentime
eep27,IS17Spring2015,AE57D,jFor1,,1,3,2015-02-04 20:46:30.411
eep27,IS17Spring2015,AE57D,jFor2,,1,8,2015-02-04 20:49:19.423
eep27,IS17Spring2015,0061E,jObjects1,,1,3,2015-02-05 17:08:38.112
eep27,IS17Spring2015,0061E,jObjects2,,1,3,2015-02-05 17:09:42.001
eep27,IS17Spring2015,0061E,jObjects3,,1,2,2015-02-05 17:12:51.137
eep27,IS17Spring2015,0061E,jDowhile1,,1,2,2015-02-05 17:43:53.699
eep27,IS17Spring2015,0061E,jDowhile2,,1,2,2015-02-05 17:45:43.461
eep27,IS17Spring2015,0061E,jDowhile3,,1,7,2015-02-05 17:46:21.929
eep27,IS17Spring2015,0061E,jDowhile6,,1,7,2015-02-05 17:50:02.705
eep27,IS17Spring2015,0061E,jDowhile8,,0,1,2015-02-05 17:56:35.539
eep27,IS17Spring2015,31F42,jDowhile8,,1,3,2015-02-10 09:35:55.803
eep27,IS17Spring2015,31F42,jClassCashRegister,,1,2,2015-02-10 09:47:33.475
eep27,IS17Spring2015,31F42,jNested2,,1,11,2015-02-10 09:53:57.865
eep27,IS17Spring2015,31F42,jSwitch3,,1,2,2015-02-10 09:57:47.693
eep27,IS17Spring2015,581E0,jWhile4,,0,3,2015-03-02 15:25:40.084
eep27,IS17Spring2015,581E0,jWhile4,JavaTutorial_4_4_2:0.3333333333333333:1.64;,1,1,2015-03-02 15:30:51.475
eep27,IS17Spring2015,581E0,jWhile4,,1,3,2015-03-02 15:56:17.240
eep27,IS17Spring2015,581E0,jDowhile3,,0,1,2015-03-02 16:53:49.193
eep27,IS17Spring2015,136AD,jEnhancedForLoop,,1,3,2015-03-27 14:55:31.640
eep27,IS17Spring2015,136AD,jArrayList1,,1,2,2015-03-27 15:23:31.000
eep27,IS17Spring2015,22B49,jArray1,,0,1,2015-04-07 09:37:55.670
kes158,IS17Spring2015,92E94,jConstants2,,1,2,2015-01-24 16:49:26.765
kes158,IS17Spring2015,92E94,jUsingDouble,,1,2,2015-01-24 16:52:12.999
kes158,IS17Spring2015,92E94,jusingFloat,,1,2,2015-01-24 16:52:50.359
kes158,IS17Spring2015,FFECE,jObjects1,,0,1,2015-02-21 13:43:48.553
kes158,IS17Spring2015,FFECE,jObjects1,arraylist1_v2:0.5:2.18;Bicycle_v2:0.48:0;,0,0,2015-02-21 13:43:48.553
tlc81,IS17Spring2015,71923,jCompoundAssignment_mult,,1,2,2015-01-19 19:40:13.515
tlc81,IS17Spring2015,71923,jString1,,0,1,2015-01-19 19:42:00.859
tlc81,IS17Spring2015,71923,jString1,substring_v2:1.0:19.95;CreateString_v2:1.0:7.13;string_length_v2:1.0:12.13;HelloWorld2_v2:0.0:6.8;,1,3,2015-01-19 19:42:00.859
tlc81,IS17Spring2015,71923,jString2,,1,2,2015-01-19 20:09:23.890
tlc81,IS17Spring2015,71923,jString3,,0,2,2015-01-19 20:10:32.281
tlc81,IS17Spring2015,71923,jString5,,0,1,2015-01-19 20:12:50.187
tlc81,IS17Spring2015,71923,jString6,,0,3,2015-01-19 20:13:29.156
tlc81,IS17Spring2015,71923,jString_to_Double,,0,1,2015-01-19 20:15:57.796
tlc81,IS17Spring2015,71923,jString_to_Double,HelloWorld2_v2:0.16666666666666666:3.86;variables2_v2:0.0:1.58;,1,1,2015-01-19 20:15:57.796
tlc81,IS17Spring2015,71923,jStringEqual,,0,1,2015-01-19 20:23:57.406
tlc81,IS17Spring2015,71923,jStringReplace,,0,1,2015-01-19 20:30:42.046
tlc81,IS17Spring2015,DF7EF,jBoolean_Method,,0,1,2015-01-21 22:07:49.328
tlc81,IS17Spring2015,DF7EF,jBoolean_Method,CreateString_v2:1.0:1.74;,0,0,2015-01-21 22:07:49.328
tlc81,IS17Spring2015,9DED8,jBoolean_Var,,1,3,2015-02-01 13:14:50.921
tlc81,IS17Spring2015,9DED8,jBoolean_Operators3,,1,3,2015-02-01 13:44:23.890
tlc81,IS17Spring2015,9DED8,jbooleanOperationsOR,,0,1,2015-02-01 13:45:52.406
tlc81,IS17Spring2015,9DED8,jIfelse1,,1,2,2015-02-01 13:53:59.249
tlc81,IS17Spring2015,9DED8,jtestNull,,1,4,2015-02-01 13:59:09.203
tlc81,IS17Spring2015,9DED8,jCompareString,,1,2,2015-02-01 14:02:09.656
tlc81,IS17Spring2015,9DED8,jEarthquake,,1,2,2015-02-01 14:07:08.499
tlc81,IS17Spring2015,9DED8,jWhile1,,1,2,2015-02-01 14:08:57.734
tlc81,IS17Spring2015,38C39,jDowhile1,,1,2,2015-02-12 14:52:52.537
tlc81,IS17Spring2015,38C39,jFor1,,1,4,2015-02-12 14:56:18.053
tlc81,IS17Spring2015,38C39,jFor3,,1,2,2015-02-12 15:00:51.490
tlc81,IS17Spring2015,38C39,jObjects1,,1,3,2015-02-12 15:20:44.225
tlc81,IS17Spring2015,38C39,jObjects2,,0,1,2015-02-12 15:22:18.615
tlc81,IS17Spring2015,38C39,jObjects3,,1,2,2015-02-12 15:23:21.928
tlc81,IS17Spring2015,38C39,jBankAccount,,0,1,2015-02-12 15:40:43.443
tlc81,IS17Spring2015,38C39,jBa_ques,,0,1,2015-02-12 15:41:49.084
tlc81,IS17Spring2015,38C39,jClasses4,,0,2,2015-02-12 15:42:40.021
tlc81,IS17Spring2015,38C39,jClassBankAccountThis,,0,2,2015-02-12 15:44:15.053
tlc81,IS17Spring2015,38C39,jClassCashRegister,,0,1,2015-02-12 15:46:14.271
tlc81,IS17Spring2015,405C6,jUsingDouble,,1,3,2015-04-01 22:19:31.937
tlc81,IS17Spring2015,405C6,jInheritance1,,1,4,2015-04-01 23:49:05.734
tlc81,IS17Spring2015,405C6,jInheritance2,,1,3,2015-04-01 23:54:12.609
tlc81,IS17Spring2015,405C6,jInheritance3,,0,2,2015-04-01 23:58:11.437
dal136,IS17Fall20142,1AAAC,jPrimitive_Float,,1,2,2014-10-15 18:36:39.803
dal136,IS17Fall20142,1AAAC,jPrimitive_Float,,1,4,2014-10-15 18:37:02.615
dal136,IS17Fall20142,1AAAC,jString_to_Double,,1,2,2014-10-15 18:45:32.145
dal136,IS17Fall20142,1AAAC,jConstants1,,1,2,2014-10-15 18:46:38.096
dal136,IS17Fall20142,1AAAC,jConstants2,,1,2,2014-10-15 18:47:34.907
dal136,IS17Fall20142,1AAAC,jConstants3,,1,2,2014-10-15 18:48:22.202
dal136,IS17Fall20142,1AAAC,jConstants5,,1,2,2014-10-15 18:52:12.195
dal136,IS17Fall20142,1AAAC,jVariable1,,1,2,2014-10-15 18:57:15.185
dal136,IS17Fall20142,1AAAC,jBoolean_Operators2,,1,2,2014-10-15 19:13:03.795
dal136,IS17Fall20142,1AAAC,jBoolean_Operators3,,0,1,2014-10-15 19:14:19.199
dal136,IS17Fall20142,1AAAC,jIfelse1,,1,2,2014-10-15 19:15:15.526
dal136,IS17Fall20142,1AAAC,jIfelse5,,1,2,2014-10-15 19:19:51.829
dal136,IS17Fall20142,1AAAC,jObjects1,,0,1,2014-10-15 19:22:36.152
dal136,IS17Fall20142,1AAAC,jClasses4,,0,1,2014-10-15 19:47:23.605
dal136,IS17Fall20142,1AAAC,jWhile3,,1,2,2014-10-15 19:54:35.684
dal136,IS17Fall20142,1AAAC,jWhile4,,1,3,2014-10-15 19:58:23.990
dal136,IS17Fall20142,1AAAC,jWhile5,,0,1,2014-10-15 20:11:25.433
dal136,IS17Fall20142,1AAAC,jFor1,,1,2,2014-10-15 20:13:43.195
dal136,IS17Fall20142,1AAAC,jFor2,,0,2,2014-10-15 20:20:15.276
dal136,IS17Fall20142,1AAAC,jFor2,,0,1,2014-10-15 21:34:57.726
chy59,IS17Fall20142,35ED0,jVariables4,,1,3,2014-09-04 17:52:32.461
chy59,IS17Fall20142,35ED0,jIfelse1,,0,1,2014-09-04 18:02:35.539
chw120,IS17Fall20142,3E77D,jConstants1,,0,1,2014-09-08 13:50:51.601
chw120,IS17Fall20142,3E77D,jConstants1,Constants_v2:0.0:9.73;,0,0,2014-09-08 13:50:51.601
chw120,IS17Fall20142,3E77D,jConstants5,,1,2,2014-09-08 14:04:51.211
chw120,IS17Fall20142,3E77D,jBoolean_Method,,0,1,2014-09-08 14:19:38.148
chw120,IS17Fall20142,3E77D,jBoolean_Method,boolean_declaration_v2:0.5:10.02;boolean_expression_v2:0.5:3.74;boolean_operators_v2:0.0:27.52;,0,0,2014-09-08 14:19:38.148
chw120,IS17Fall20142,3E77D,jBoolean_Operators2,,0,1,2014-09-08 14:23:32.351
chw120,IS17Fall20142,D258C,jBoolean_Method,,0,1,2014-09-13 15:16:42.741
chw120,IS17Fall20142,D258C,jBoolean_Operators2,,0,1,2014-09-13 15:17:39.585
chw120,IS17Fall20142,D258C,jIfelse4,,0,1,2014-09-13 18:05:04.835
chw120,IS17Fall20142,4B38D,jObjects1,,0,1,2014-09-19 10:06:49.491
chw120,IS17Fall20142,4B38D,jObjects1,CreateObjectDemo_v2:0.2222222222222222:13.62;,0,0,2014-09-19 10:06:49.491
chw120,IS17Fall20142,4B38D,jObjects3,,0,1,2014-09-19 10:12:48.663
chw120,IS17Fall20142,4B38D,jObjects3,Point_v2:0.125:8.07;,0,0,2014-09-19 10:12:48.663
chw120,IS17Fall20142,9DFDD,jWhile1,,1,2,2014-10-09 15:37:42.595
chw120,IS17Fall20142,9DFDD,jWhile4,,1,2,2014-10-09 15:40:07.673
chw120,IS17Fall20142,9DFDD,jWhile5,,0,1,2014-10-09 15:51:51.611
chw120,IS17Fall20142,9DFDD,jWhile5,while_v2:0.25:20.8;JavaTutorial_4_4_2:0.0:76.23;JavaTutorial_4_4_3:1.0:16.67;JavaTutorial_4_4_3:0.0:43.47;,0,0,2014-10-09 15:51:51.611
chw120,IS17Fall20142,9DFDD,jFor2,,1,2,2014-10-09 16:04:12.001
chw120,IS17Fall20142,9DFDD,jFor3,,1,2,2014-10-09 16:11:20.361
chw120,IS17Fall20142,9DFDD,jFor5,,1,2,2014-10-09 16:18:33.595
chw120,IS17Fall20142,9DFDD,jDowhile3,,1,2,2014-10-09 16:53:18.142
chw120,IS17Fall20142,9DFDD,jDowhile4,,1,2,2014-10-09 17:03:32.423
chw120,IS17Fall20142,9DFDD,jDowhile8,,0,2,2014-10-09 17:16:25.673
chw120,IS17Fall20142,9DFDD,jDowhile8,do_while_v2:0.0:13.95;,0,0,2014-10-09 17:19:21.798
chw120,IS17Fall20142,9DFDD,jNested2,,1,4,2014-10-09 17:22:44.673
chw120,IS17Fall20142,9DFDD,jNested3,,0,1,2014-10-09 17:57:22.845
chw120,IS17Fall20142,9DFDD,jNested3,nested_loops_v2:0.0:0.01;nested_loops_v2:0.5:0;,0,0,2014-10-09 17:57:22.845
chw120,IS17Fall20142,B4A2E,j2D_Arrays2,,1,2,2014-11-03 15:49:18.148
chw120,IS17Fall20142,B4A2E,j2D_arrays3,,0,1,2014-11-03 15:51:43.726
chw120,IS17Fall20142,B4A2E,jArrayList1,,0,2,2014-11-03 17:36:23.210
chw120,IS17Fall20142,B4A2E,jArrayList2,,1,2,2014-11-03 17:40:58.726
chw120,IS17Fall20142,B4A2E,jArrayList3,,0,1,2014-11-03 17:42:32.476
chw120,IS17Fall20142,B4A2E,jArrayList4,,1,2,2014-11-03 17:43:28.195
chw120,IS17Fall20142,B4A2E,jArrayList5,,1,2,2014-11-03 17:45:24.570
fay19,IS17Fall20142,4D2A9,jVariables5,,1,2,2014-09-24 13:36:32.882
fay19,IS17Fall20142,4D2A9,jInteger1,,1,2,2014-09-24 13:38:18.522
fay19,IS17Fall20142,4D2A9,jConstants5,,1,2,2014-09-24 14:09:21.397
fay19,IS17Fall20142,4D2A9,jMathFuc1,,1,3,2014-09-24 14:12:48.460
fay19,IS17Fall20142,4D2A9,jIncrement,,1,2,2014-09-24 14:19:16.819
fay19,IS17Fall20142,4D2A9,jString6,,1,3,2014-09-24 14:24:26.897
fay19,IS17Fall20142,65D31,jBoolean_Operators2,,0,1,2014-09-24 15:36:18.928
fay19,IS17Fall20142,65D31,jBoolean_Operators3,,1,2,2014-09-24 15:38:40.491
fay19,IS17Fall20142,65D31,jIfelse2,,1,2,2014-09-24 15:46:41.663
fay19,IS17Fall20142,65D31,jBoolean_Operators2,,1,2,2014-09-24 15:47:17.257
fay19,IS17Fall20142,65D31,jIfelse4,,1,2,2014-09-24 15:50:23.741
fay19,IS17Fall20142,65D31,jSwitch2,,0,1,2014-09-24 15:54:39.975
fay19,IS17Fall20142,65D31,jSwitch2,JavaTutorial_4_3_2:0.0:21.32;JavaTutorial_4_3_4:0.0:15.95;,1,1,2014-09-24 15:54:39.975
fay19,IS17Fall20142,3E2EA,jBoolean_Operators2,,1,5,2014-10-02 13:24:19.890
fay19,IS17Fall20142,3E2EA,jObjects1,,1,2,2014-10-02 13:28:38.078
fay19,IS17Fall20142,3E2EA,jObjects2,,1,2,2014-10-02 13:29:26.906
fay19,IS17Fall20142,3E2EA,jBa_ques,,1,2,2014-10-02 13:31:03.812
jix59,IS17Fall20142,2E3BC,jVariables4,,1,3,2014-09-04 17:43:15.523
jix59,IS17Fall20142,2E3BC,jString_to_Int,,0,1,2014-09-04 17:50:54.320
jix59,IS17Fall20142,2E3BC,jString_to_Int,substring_v2:0.0:1.3;,1,1,2014-09-04 17:50:54.320
jix59,IS17Fall20142,2E3BC,jConstants1,,1,2,2014-09-04 17:57:53.648
jix59,IS17Fall20142,2E3BC,jConstants2,,1,2,2014-09-04 18:00:54.132
jix59,IS17Fall20142,2E3BC,jConstants5,,0,1,2014-09-04 18:08:14.711
jix59,IS17Fall20142,451A0,jVariable1,,1,2,2014-09-15 21:07:09.288
jix59,IS17Fall20142,451A0,jMathFuc1,,1,2,2014-09-15 21:08:32.444
jix59,IS17Fall20142,451A0,jString1,,1,2,2014-09-15 21:34:18.069
jix59,IS17Fall20142,451A0,jString2,,1,2,2014-09-15 21:35:31.085
jix59,IS17Fall20142,451A0,jString3,,1,2,2014-09-15 21:35:56.600
jix59,IS17Fall20142,451A0,jString5,,1,2,2014-09-15 21:36:56.835
jix59,IS17Fall20142,451A0,jBoolean_Var,,1,2,2014-09-15 21:39:50.538
jix59,IS17Fall20142,451A0,jBoolean_Method,,1,3,2014-09-15 21:40:17.944
jix59,IS17Fall20142,451A0,jBoolean_Operators2,,1,3,2014-09-15 22:52:33.788
jix59,IS17Fall20142,451A0,jBoolean_Operators3,,1,3,2014-09-16 16:43:49.835
jix59,IS17Fall20142,451A0,jIfelse2,,1,2,2014-09-16 16:54:09.147
jix59,IS17Fall20142,451A0,jIfelse4,,1,2,2014-09-16 17:33:38.382
jix59,IS17Fall20142,451A0,jIfelse5,,1,2,2014-09-16 17:34:49.382
jix59,IS17Fall20142,0701F,jObjects1,,1,2,2014-09-18 15:44:47.522
jix59,IS17Fall20142,0701F,jObjects3,,0,1,2014-09-18 15:46:22.960
jix59,IS17Fall20142,0701F,jObjects3,CreateObjectDemo_v2:0.4444444444444444:13.85;CreateObjectDemo_v2:0.2222222222222222:3.87;Rectangle_v2:0.09090909090909091:3.74;Rectangle_v2:0.2727272727272727:12.01;Point_v2:0.0:0.01;Point_v2:0.25:5.28;Bicycle_v2:0.0:148.01;Bicycle_v2:0.16:0.18;,0,0,2014-09-18 15:46:22.960
jix59,IS17Fall20142,91D08,jObjects3,,1,3,2014-09-21 21:19:02.382
jix59,IS17Fall20142,91D08,jObjects4,,1,2,2014-09-21 21:23:43.928
jix59,IS17Fall20142,93DE1,jFor4,,1,2,2014-09-22 23:53:01.257
jix59,IS17Fall20142,93DE1,jNested2,,1,3,2014-09-23 00:23:22.194
jix59,IS17Fall20142,93DE1,jNested3,,1,5,2014-09-23 00:26:39.788
jix59,IS17Fall20142,93DE1,jArray1,,1,2,2014-09-23 18:08:46.897
jix59,IS17Fall20142,93DE1,jArray2,,1,3,2014-09-23 18:09:47.085
jix59,IS17Fall20142,93DE1,jArray3,,1,4,2014-09-23 18:15:29.632
jix59,IS17Fall20142,93DE1,j2D_Arrays1,,1,2,2014-09-23 18:48:41.366
jix59,IS17Fall20142,93DE1,j2D_Arrays2,,0,3,2014-09-23 19:20:33.850
jix59,IS17Fall20142,93DE1,j2D_arrays3,,1,6,2014-09-23 19:29:23.210
jix59,IS17Fall20142,93DE1,j2D_arrays4,,1,2,2014-09-23 19:41:58.241
jix59,IS17Fall20142,93DE1,jArrayList1,,1,2,2014-09-23 20:02:05.038
jix59,IS17Fall20142,93DE1,jArrayList2,,0,2,2014-09-23 20:05:25.382
jix59,IS17Fall20142,93DE1,jArrayList3,,1,3,2014-09-23 20:22:11.303
jix59,IS17Fall20142,93DE1,jArrayList4,,1,2,2014-09-23 20:42:47.225
jix59,IS17Fall20142,93DE1,jArrayList5,,1,3,2014-09-23 20:44:41.585
jix59,IS17Fall20142,93DE1,jInheritance2,,1,4,2014-09-23 20:57:46.538
jix59,IS17Fall20142,93DE1,jInheritance3,,0,4,2014-09-23 21:15:17.428
jix59,IS17Fall20142,93DE1,jInheritance4,,1,7,2014-09-23 21:23:18.460
jix59,IS17Fall20142,93DE1,jInheritance5,,1,5,2014-09-24 00:22:50.850
jix59,IS17Fall20142,93DE1,jInheritance6,,1,2,2014-09-24 00:30:09.491
jix59,IS17Fall20142,93DE1,jInterfaces1,,1,4,2014-09-24 00:34:24.944
jix59,IS17Fall20142,93DE1,jInterfaces2,,1,2,2014-09-24 11:09:02.257
jix59,IS17Fall20142,93DE1,jInterfaces3,,0,1,2014-09-24 19:44:34.538
jix59,IS17Fall20142,93DE1,jInterfaces3,inheritance1_v2:1.0:67.41;override_v2:1.0:0.51;,0,0,2014-09-24 19:44:34.538
jix59,IS17Fall20142,ACED0,jArray1,,1,3,2014-10-20 19:53:37.187
jiz109,IS17Fall20142,0CA61,jVariables2,,1,2,2014-09-04 18:05:31.695
jiz109,IS17Fall20142,26864,jPrimitive_Float,,1,3,2014-09-19 17:25:53.178
jiz109,IS17Fall20142,26864,jVariable1,,1,3,2014-09-19 17:55:40.038
jiz109,IS17Fall20142,26864,jMathFuc1,,1,2,2014-09-19 18:03:26.850
jiz109,IS17Fall20142,26864,jBoolean_Operators2,,1,2,2014-09-19 18:23:55.225
jiz109,IS17Fall20142,26864,jBoolean_Operators3,,1,2,2014-09-19 18:24:53.585
jiz109,IS17Fall20142,C7EF4,jIfelse1,,1,2,2014-09-25 13:33:05.426
jiz109,IS17Fall20142,C7EF4,jObjects1,,1,2,2014-09-25 14:21:41.567
jiz109,IS17Fall20142,C7EF4,jObjects2,,1,2,2014-09-25 14:23:48.298
jiz109,IS17Fall20142,A101C,jObjects1,,1,2,2014-10-02 17:30:29.968
jiz109,IS17Fall20142,A101C,jObjects3,,1,2,2014-10-02 17:31:20.156
sev52,IS17Fall20142,86897,jVariables4,,1,2,2014-09-14 11:16:01.085
sev52,IS17Fall20142,86897,jInteger1,,1,2,2014-09-14 11:18:30.303
sev52,IS17Fall20142,86897,jBoolean_Var,,1,2,2014-09-17 20:03:42.632
sev52,IS17Fall20142,86897,jBoolean_Method,,1,2,2014-09-17 20:04:38.241
sev52,IS17Fall20142,86897,jBoolean_Operators2,,1,2,2014-09-17 20:07:50.460
sev52,IS17Fall20142,2924B,jConstants3,,1,2,2014-09-24 15:19:25.882
sev52,IS17Fall20142,2924B,jConstants4,,1,2,2014-09-24 15:20:09.257
sev52,IS17Fall20142,2924B,jConstants5,,0,1,2014-09-24 15:22:22.350
sev52,IS17Fall20142,2924B,jConstants5,arithmetic_v2:1.0:1.26;increment_v2:1.0:0.7;OperatorExample_v2:1.0:0.51;MathFunction_v2:1.0:0.66;,0,0,2014-09-24 15:22:22.350
sev52,IS17Fall20142,2924B,jVariable1,,0,1,2014-09-24 15:56:38.569
sev52,IS17Fall20142,2924B,jVariable1,arithmetic_v2:0.0:6.24;,1,2,2014-09-24 15:56:38.569
sev52,IS17Fall20142,2924B,jMathFuc1,,1,2,2014-09-24 15:58:10.585
sev52,IS17Fall20142,D77EE,jString1,,1,2,2014-09-29 08:49:47.978
sev52,IS17Fall20142,D77EE,jString4,,1,2,2014-09-29 08:53:11.728
sev52,IS17Fall20142,D77EE,jObjects1,,1,3,2014-09-29 11:12:06.931
sev52,IS17Fall20142,D77EE,jObjects3,,1,2,2014-09-29 11:13:27.963
sev52,IS17Fall20142,C8060,jWhile1,,1,2,2014-10-09 09:30:33.345
sev52,IS17Fall20142,C8060,jWhile5,,1,2,2014-10-09 10:34:57.251
sev52,IS17Fall20142,C8060,jFor1,,1,2,2014-10-09 10:37:03.611
sev52,IS17Fall20142,C8060,jFor3,,1,3,2014-10-09 12:53:07.658
sev52,IS17Fall20142,C8060,jDowhile1,,1,2,2014-10-09 12:54:10.783
sev52,IS17Fall20142,E0AEF,jDowhile4,,1,2,2014-10-09 15:34:35.064
sev52,IS17Fall20142,BCAFF,jBoolean_Operators3,,1,3,2014-10-14 11:13:13.767
sev52,IS17Fall20142,BCAFF,jConstants5,,0,1,2014-10-14 11:16:59.298
sev52,IS17Fall20142,BCAFF,jConstants5,Decision_If_v2:1.0:2.56;ifelse2_v2:1.0:1.5;string_comparison_v2:1.0:11.89;logical_operators_v2:1.0:1.37;JavaTutorial_4_2_2:1.0:3.11;JavaTutorial_4_2_5:0.5:18.23;JavaTutorial_4_2_6:1.0:3.69;JavaTutorial_4_2_5:0.5:1.69;JavaTutorial_4_2_7:0.0:0.01;JavaTutorial_4_2_7:1.0:5.28;JavaTutorial_4_2_8:1.0:35.75;JavaTutorial_4_2_9:1.0:7.75;decisions1_v2:1.0:1.86;JavaTutorial_4_3_4:1.0:1.92;JavaTutorial_4_3_5:1.0:2.34;JavaTutorial_4_3_2:1.0:1.01;JavaTutorial_4_3_6:1.0:2.37;switch_v2:1.0:2.12;,0,0,2014-10-14 11:16:59.298
sev52,IS17Fall20142,A5DAB,jNested2,,1,3,2014-10-16 14:36:19.546
sev52,IS17Fall20142,A5DAB,jNested3,,1,5,2014-10-16 14:50:02.531
sev52,IS17Fall20142,5C4E2,jArray1,,1,2,2014-10-30 11:38:41.241
sev52,IS17Fall20142,5C4E2,jArray3,,1,3,2014-10-30 11:58:25.241
sev52,IS17Fall20142,5C4E2,jArrayList1,,1,2,2014-10-30 15:35:51.195
sev52,IS17Fall20142,82BEB,j2D_Arrays1,,0,1,2014-11-06 14:55:44.280
sev52,IS17Fall20142,82BEB,j2D_Arrays1,use_2darray_v2:0.0:5.45;,1,1,2014-11-06 14:55:44.280
sev52,IS17Fall20142,82BEB,j2D_Arrays2,,0,2,2014-11-06 15:54:26.718
sev52,IS17Fall20142,82BEB,j2D_arrays3,,1,3,2014-11-06 15:57:28.514
sev52,IS17Fall20142,A5B82,jInheritance1,,1,3,2014-11-17 16:07:46.753
sev52,IS17Fall20142,A5B82,jInheritance2,,1,2,2014-11-17 16:12:12.175
sev52,IS17Fall20142,4A239,jInheritance3,,1,2,2014-11-19 16:21:58.597
zhl91,IS17Fall20142,256F0,jString_to_Double,,1,3,2014-09-05 22:52:05.414
zhl91,IS17Fall20142,256F0,jConstants4,,1,2,2014-09-05 23:05:24.586
zhl91,IS17Fall20142,256F0,jVariable1,,0,1,2014-09-05 23:08:46.257
zhl91,IS17Fall20142,256F0,jVariable1,CreateString_v2:1.0:1.32;substring_v2:1.0:0.84;string_length_v2:1.0:0.68;StringExample_v2:1.0:0.27;,0,0,2014-09-05 23:08:46.257
zhl91,IS17Fall20142,256F0,jString1,,1,3,2014-09-05 23:27:37.570
zhl91,IS17Fall20142,256F0,jString4,,1,2,2014-09-05 23:51:10.304
zhl91,IS17Fall20142,256F0,jString5,,1,2,2014-09-05 23:55:07.382
zhl91,IS17Fall20142,256F0,jString6,,1,3,2014-09-05 23:55:53.273
zhl91,IS17Fall20142,3BEA7,jBoolean_Operators,,1,2,2014-09-25 09:29:20.457
zhl91,IS17Fall20142,3BEA7,jBoolean_Operators2,,1,2,2014-09-25 09:34:33.837
zhl91,IS17Fall20142,3BEA7,jIfelse4,,1,2,2014-09-25 09:50:45.244
zhl91,IS17Fall20142,3BEA7,jIfelse5,,1,4,2014-09-25 09:51:43.242
zea9,IS17Fall20142,04CBA,jVariables4,,1,2,2014-09-04 16:53:13.554
nrn7,IS17Fall20142,9ADBC,jDouble1,,1,2,2014-09-14 15:42:34.335
nrn7,IS17Fall20142,9ADBC,jPrimitive_Float,,1,3,2014-09-14 15:45:46.600
nrn7,IS17Fall20142,9ADBC,jString_to_Int,,1,2,2014-09-14 15:49:41.975
nrn7,IS17Fall20142,9ADBC,jString_to_Double,,1,2,2014-09-14 15:53:45.225
nrn7,IS17Fall20142,9ADBC,jString_to_Double,,1,2,2014-09-14 15:54:13.303
nrn7,IS17Fall20142,9ADBC,jConstants1,,1,2,2014-09-14 15:55:48.647
nrn7,IS17Fall20142,9ADBC,jConstants1,,1,2,2014-09-14 15:57:01.725
nrn7,IS17Fall20142,9ADBC,jConstants2,,1,2,2014-09-14 16:14:55.491
nrn7,IS17Fall20142,9ADBC,jConstants4,,1,2,2014-09-14 16:18:39.178
nrn7,IS17Fall20142,9ADBC,jIncrement,,1,2,2014-09-14 16:31:17.475
nrn7,IS17Fall20142,9ADBC,jString1,,1,3,2014-09-14 16:39:49.757
nrn7,IS17Fall20142,9ADBC,jString1,,1,3,2014-09-14 16:43:43.991
nrn7,IS17Fall20142,9ADBC,jBoolean_Method,,1,2,2014-09-14 19:05:03.616
nrn7,IS17Fall20142,9ADBC,jBoolean_Operators2,,1,2,2014-09-14 19:31:18.616
nrn7,IS17Fall20142,9ADBC,jBoolean_Operators3,,1,2,2014-09-14 19:36:49.335
nrn7,IS17Fall20142,9ADBC,jIfelse4,,1,2,2014-09-14 21:58:52.991
nrn7,IS17Fall20142,9ADBC,jIfelse5,,1,3,2014-09-14 22:05:12.678
nrn7,IS17Fall20142,671B7,jSwitch1,,1,2,2014-09-15 08:33:40.647
nrn7,IS17Fall20142,671B7,jSwitch3,,1,2,2014-09-15 08:37:36.694
nrn7,IS17Fall20142,A163A,jSwitch1,,1,2,2014-09-16 19:10:02.178
nrn7,IS17Fall20142,A163A,jIfelse5,,1,2,2014-09-16 19:26:04.163
nrn7,IS17Fall20142,C47A4,jObjects1,,1,3,2014-09-23 19:14:27.382
nrn7,IS17Fall20142,C47A4,jObjects2,,1,3,2014-09-23 19:40:36.585
nrn7,IS17Fall20142,C47A4,jObjects3,,1,2,2014-09-23 19:58:13.491
nrn7,IS17Fall20142,C47A4,jObjects4,,1,2,2014-09-23 20:19:03.600
nrn7,IS17Fall20142,24FA6,jBankAccount,,1,2,2014-09-29 08:49:18.822
nrn7,IS17Fall20142,F002C,jWhile3,,1,2,2014-10-06 12:19:36.093
nrn7,IS17Fall20142,F002C,jWhile3,,1,2,2014-10-06 12:28:08.609
nrn7,IS17Fall20142,F002C,jFor1,,0,1,2014-10-06 19:15:01.390
nrn7,IS17Fall20142,F002C,jFor1,for1_v2:0.0:0;JavaTutorial_4_6_14:0.3333333333333333:0;,0,0,2014-10-06 19:15:01.390
nrn7,IS17Fall20142,7FA65,jWhile4,,1,2,2014-10-07 17:25:26.193
nrn7,IS17Fall20142,7FA65,jWhile5,,0,1,2014-10-07 18:18:01.256
nrn7,IS17Fall20142,7FA65,jWhile5,nested_loops_v2:0.0:98.31;nested_loops_v2:0.0:4.74;,0,0,2014-10-07 18:18:01.256
nrn7,IS17Fall20142,7FA65,jNested1,,1,2,2014-10-07 18:52:14.006
nrn7,IS17Fall20142,951BF,jFor2,,1,2,2014-10-10 21:32:30.579
nrn7,IS17Fall20142,951BF,jFor4,,1,3,2014-10-10 22:12:42.079
nrn7,IS17Fall20142,951BF,jFor4,,1,2,2014-10-10 22:17:21.361
